Provisional_Death_Counts_for_Influenza__Pneumonia__and_COVID-19_20240928 (1),,,,,,,,,,,,,
Data As Of,Start Week,End Week,Jurisdiction,Age Group,Total Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Month-Year,,,,,,
11/02/2023,01/10/2021,01/16/2021,Maryland,All Ages,1407,374,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Massachusetts,All Ages,1546,445,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Michigan,All Ages,2465,509,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Minnesota,All Ages,1077,259,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Mississippi,All Ages,1062,374,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Missouri,All Ages,1729,467,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Montana,All Ages,257,53,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Nebraska,All Ages,383,97,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Nevada,All Ages,822,313,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,New Hampshire,All Ages,361,95,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,New Jersey,All Ages,2153,682,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,New Mexico,All Ages,553,192,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,New York,All Ages,3233,1235,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,New York City,All Ages,1530,500,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,North Carolina,All Ages,3001,1003,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,North Dakota,All Ages,140,34,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Ohio,All Ages,3596,1215,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Oklahoma,All Ages,1362,585,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Oregon,All Ages,895,132,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Pennsylvania,All Ages,3885,1268,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Rhode Island,All Ages,286,104,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,South Carolina,All Ages,1657,581,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,South Dakota,All Ages,185,39,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Tennessee,All Ages,2233,747,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Texas,All Ages,7118,2789,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Utah,All Ages,462,117,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Vermont,All Ages,127,15,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Virginia,All Ages,2079,633,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Washington,All Ages,1393,231,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,West Virginia,All Ages,688,210,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Wisconsin,All Ages,1275,293,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Wyoming,All Ages,127,34,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,HHS Region 1,All Ages,3554,1018,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,HHS Region 2,All Ages,6916,2417,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,HHS Region 3,All Ages,8514,2628,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,HHS Region 4,All Ages,20057,6334,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,HHS Region 5,All Ages,13128,3553,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,HHS Region 6,All Ages,11423,4318,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,HHS Region 7,All Ages,3689,1039,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,HHS Region 8,All Ages,2158,473,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,HHS Region 9,All Ages,15031,6856,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,HHS Region 10,All Ages,2762,434,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,United States,All Ages,83539,26919,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Alabama,All Ages,1816,647,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Alaska,All Ages,100,,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Arizona,All Ages,2353,1015,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Arkansas,All Ages,988,339,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,California,All Ages,10384,4682,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Colorado,All Ages,965,180,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Connecticut,All Ages,863,278,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Delaware,All Ages,285,99,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,District of Columbia,All Ages,130,33,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Florida,All Ages,5556,1432,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Georgia,All Ages,2947,1027,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Hawaii,All Ages,209,27,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Idaho,All Ages,328,72,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Illinois,All Ages,2717,624,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Indiana,All Ages,1775,502,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Iowa,All Ages,762,181,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Kansas,All Ages,690,226,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Kentucky,All Ages,1306,366,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Louisiana,All Ages,1362,375,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Maine,All Ages,343,73,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Maryland,All Ages,1375,411,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Massachusetts,All Ages,1516,452,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Michigan,All Ages,2391,465,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Minnesota,All Ages,942,171,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Mississippi,All Ages,1029,360,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Missouri,All Ages,1667,448,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Montana,All Ages,254,48,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Nebraska,All Ages,413,95,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Nevada,All Ages,818,282,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,New Hampshire,All Ages,310,78,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,New Jersey,All Ages,2000,634,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,New Mexico,All Ages,550,178,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,New York,All Ages,2993,1120,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,New York City,All Ages,1590,577,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,North Carolina,All Ages,2911,971,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,North Dakota,All Ages,125,20,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Ohio,All Ages,3282,971,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Oklahoma,All Ages,1371,545,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Oregon,All Ages,846,121,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Pennsylvania,All Ages,3849,1173,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Rhode Island,All Ages,304,103,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,South Carolina,All Ages,1732,609,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,South Dakota,All Ages,192,46,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Tennessee,All Ages,2200,716,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Texas,All Ages,6889,2668,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Utah,All Ages,479,117,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Vermont,All Ages,128,13,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Virginia,All Ages,2145,633,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Washington,All Ages,1322,231,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,West Virginia,All Ages,630,174,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Wisconsin,All Ages,1284,272,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,Wyoming,All Ages,123,33,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,HHS Region 1,All Ages,3464,997,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,HHS Region 2,All Ages,6583,2331,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,HHS Region 3,All Ages,8414,2523,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,HHS Region 4,All Ages,19497,6128,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,HHS Region 5,All Ages,12391,3005,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,HHS Region 6,All Ages,11160,4105,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,HHS Region 7,All Ages,3532,950,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,HHS Region 8,All Ages,2138,444,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,HHS Region 9,All Ages,13764,6006,Jan-2021,,,,,,
11/02/2023,01/17/2021,01/23/2021,HHS Region 10,All Ages,2596,430,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,United States,All Ages,79051,23376,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Alabama,All Ages,1699,590,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Alaska,All Ages,97,14,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Arizona,All Ages,2032,818,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Arkansas,All Ages,872,251,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,California,All Ages,9543,3857,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Colorado,All Ages,926,177,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Connecticut,All Ages,818,195,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Delaware,All Ages,252,70,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,District of Columbia,All Ages,153,40,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Florida,All Ages,5348,1288,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Georgia,All Ages,2758,980,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Hawaii,All Ages,223,23,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Idaho,All Ages,289,49,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Illinois,All Ages,2644,576,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Indiana,All Ages,1633,450,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Iowa,All Ages,664,144,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Kansas,All Ages,697,199,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Kentucky,All Ages,1257,324,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Louisiana,All Ages,1243,277,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Maine,All Ages,360,70,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Maryland,All Ages,1330,365,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Massachusetts,All Ages,1565,421,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Michigan,All Ages,2238,398,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Minnesota,All Ages,945,159,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Mississippi,All Ages,932,285,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Missouri,All Ages,1575,353,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Montana,All Ages,202,37,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Nebraska,All Ages,369,73,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Nevada,All Ages,772,256,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,New Hampshire,All Ages,290,72,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,New Jersey,All Ages,2008,595,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,New Mexico,All Ages,491,132,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,New York,All Ages,2903,1009,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,New York City,All Ages,1609,593,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,North Carolina,All Ages,2899,835,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,North Dakota,All Ages,127,18,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Ohio,All Ages,3150,834,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Oklahoma,All Ages,1221,429,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Oregon,All Ages,844,110,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Pennsylvania,All Ages,3594,988,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Rhode Island,All Ages,251,91,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,South Carolina,All Ages,1619,531,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,South Dakota,All Ages,201,34,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Tennessee,All Ages,1977,560,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Texas,All Ages,6539,2477,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Utah,All Ages,492,98,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Vermont,All Ages,116,11,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Virginia,All Ages,1993,587,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Washington,All Ages,1326,200,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,West Virginia,All Ages,635,159,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Wisconsin,All Ages,1201,244,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,Wyoming,All Ages,129,30,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,HHS Region 1,All Ages,3400,860,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,HHS Region 2,All Ages,6520,2197,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,HHS Region 3,All Ages,7957,2209,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,HHS Region 4,All Ages,18489,5393,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,HHS Region 5,All Ages,11811,2661,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,HHS Region 6,All Ages,10366,3566,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,HHS Region 7,All Ages,3305,769,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,HHS Region 8,All Ages,2077,394,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,HHS Region 9,All Ages,12570,4954,Jan-2021,,,,,,
11/02/2023,01/24/2021,01/30/2021,HHS Region 10,All Ages,2556,373,Jan-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,United States,All Ages,76350,20127,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Alabama,All Ages,1536,431,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Alaska,All Ages,93,,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Arizona,All Ages,1954,720,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Arkansas,All Ages,863,225,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,California,All Ages,8754,3234,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Colorado,All Ages,917,147,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Connecticut,All Ages,768,192,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Delaware,All Ages,261,64,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,District of Columbia,All Ages,142,44,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Florida,All Ages,5407,1275,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Georgia,All Ages,2699,784,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Hawaii,All Ages,239,19,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Idaho,All Ages,327,53,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Illinois,All Ages,2649,497,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Indiana,All Ages,1582,359,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Iowa,All Ages,654,129,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Kansas,All Ages,697,148,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Kentucky,All Ages,1192,294,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Louisiana,All Ages,1179,259,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Maine,All Ages,303,45,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Maryland,All Ages,1271,304,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Massachusetts,All Ages,1496,367,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Michigan,All Ages,2348,386,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Minnesota,All Ages,985,150,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Mississippi,All Ages,899,277,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Missouri,All Ages,1498,271,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Montana,All Ages,216,28,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Nebraska,All Ages,354,49,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Nevada,All Ages,696,225,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,New Hampshire,All Ages,294,49,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,New Jersey,All Ages,2050,556,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,New Mexico,All Ages,500,138,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,New York,All Ages,2874,927,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,New York City,All Ages,1580,565,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,North Carolina,All Ages,2637,689,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,North Dakota,All Ages,146,26,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Ohio,All Ages,3120,689,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Oklahoma,All Ages,1111,346,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Oregon,All Ages,829,106,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Pennsylvania,All Ages,3398,799,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Rhode Island,All Ages,260,73,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,South Carolina,All Ages,1524,462,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,South Dakota,All Ages,189,40,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Tennessee,All Ages,1859,395,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Texas,All Ages,6127,2114,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Utah,All Ages,454,80,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Vermont,All Ages,144,14,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Virginia,All Ages,2030,507,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Washington,All Ages,1356,207,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,West Virginia,All Ages,597,140,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Wisconsin,All Ages,1166,196,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,Wyoming,All Ages,126,27,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,HHS Region 1,All Ages,3265,740,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,HHS Region 2,All Ages,6504,2048,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,HHS Region 3,All Ages,7699,1858,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,HHS Region 4,All Ages,17753,4607,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,HHS Region 5,All Ages,11850,2277,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,HHS Region 6,All Ages,9780,3082,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,HHS Region 7,All Ages,3203,597,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,HHS Region 8,All Ages,2048,348,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,HHS Region 9,All Ages,11643,4198,Feb-2021,,,,,,
11/02/2023,01/31/2021,02/06/2021,HHS Region 10,All Ages,2605,372,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,United States,All Ages,71387,16474,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Alabama,All Ages,1468,331,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Alaska,All Ages,97,,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Arizona,All Ages,1697,558,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Arkansas,All Ages,803,172,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,California,All Ages,7840,2589,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Colorado,All Ages,832,139,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Connecticut,All Ages,731,168,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Delaware,All Ages,245,65,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,District of Columbia,All Ages,139,41,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Florida,All Ages,5302,1083,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Georgia,All Ages,2388,563,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Hawaii,All Ages,265,26,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Idaho,All Ages,301,28,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Illinois,All Ages,2560,460,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Indiana,All Ages,1485,260,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Iowa,All Ages,611,93,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Kansas,All Ages,596,108,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Kentucky,All Ages,1165,259,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Louisiana,All Ages,1181,209,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Maine,All Ages,331,48,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Maryland,All Ages,1287,301,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Massachusetts,All Ages,1345,265,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Michigan,All Ages,2122,277,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Minnesota,All Ages,915,135,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Mississippi,All Ages,797,192,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Missouri,All Ages,1388,233,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Montana,All Ages,220,23,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Nebraska,All Ages,345,55,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Nevada,All Ages,677,187,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,New Hampshire,All Ages,266,32,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,New Jersey,All Ages,1876,434,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,New Mexico,All Ages,492,95,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,New York,All Ages,2570,780,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,New York City,All Ages,1618,580,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,North Carolina,All Ages,2515,597,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,North Dakota,All Ages,118,12,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Ohio,All Ages,2974,551,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Oklahoma,All Ages,1023,280,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Oregon,All Ages,791,69,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Pennsylvania,All Ages,3225,650,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Rhode Island,All Ages,248,70,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,South Carolina,All Ages,1384,360,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,South Dakota,All Ages,185,32,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Tennessee,All Ages,1704,328,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Texas,All Ages,5773,1775,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Utah,All Ages,449,66,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Vermont,All Ages,123,,Feb-2021,,,,,,
11/02/2023,02/07/2021,02/13/2021,Virginia,All Ages,1830,417,Feb-2021,,,,,,
